actual,pred_raw,pred_raw_se,pred_binary
0.0,0.6572798689206442,0.016833116909140904,1
1.0,0.6692529320716858,0.012662408246976616,1
0.0,0.1982649713754654,0.012826684151027041,0
0.0,0.9187577764193217,0.004919815353244892,1
0.0,0.4839715560277303,0.00459681799577896,0
0.0,0.11651386817296346,0.019812215157582132,0
0.0,0.6266732613245646,0.01657265295118657,1
1.0,0.7482799887657166,0.03808546255452114,1
0.0,0.10902564227581024,0.018530053626960266,0
0.0,0.6264181534449259,0.018814001246129242,1
0.0,0.4230392475922902,0.006382899969195073,0
0.0,0.24683580299218497,0.010996611117629906,0
0.0,0.5270412266254425,0.03476593288231635,1
0.0,0.14355039844910303,0.03877503878517981,0
0.0,0.6919328173001608,0.022931730739936457,1
0.0,0.30927761892477673,0.03317801190598328,0
0.0,0.29055194060007733,0.046009326715629024,0
0.0,0.44469764828681946,0.06053513267520876,0
0.0,0.31167782346407574,0.01754677019988015,0
0.0,0.16324761509895325,0.0228817980259462,0
0.0,0.255521297454834,0.07086948896017932,0
0.0,0.5556390980879465,0.03901194478762454,1
0.0,0.053717912485202156,0.00669401331682026,0
0.0,0.8449515104293823,0.034860661532874926,1
0.0,0.1110324040055275,0.03278465587281006,0
1.0,0.6795880794525146,0.017940615282797064,1
0.0,0.09632746130228043,0.02103403252606133,0
0.0,0.19824949900309244,0.013353605479589109,0
0.0,0.1601694698135058,0.030424510112520693,0
0.0,0.1064999947945277,0.029409937286533443,0
0.0,0.4531048536300659,0.01916990558696961,0
1.0,0.7223400672276815,0.00783983602861873,1
0.0,0.215000847975413,0.012260055178706826,0
0.0,0.23452534278233847,0.018405249519071017,0
1.0,0.6103515227635702,0.01751165413918651,1
0.0,0.028262241433064144,0.001167900184238709,0
0.0,0.4611123204231262,0.06071961904804581,0
0.0,0.12193432450294495,0.010014543977654552,0
0.0,0.2819729795058568,0.022098662043267422,0
0.0,0.33215538660685223,0.031953530962440746,0
0.0,0.6905901233355204,0.017450874559893744,1
0.0,0.5984139243761698,0.021362722603946234,1
0.0,0.5130826036135355,0.013775277778978615,1
0.0,0.5010736187299093,0.01418817904429692,0
0.0,0.24872555335362753,0.03936999197342288,0
0.0,0.7067964871724447,0.0073105892298504305,1
1.0,0.7535648147265116,0.02354449547573258,1
0.0,0.48664722839991253,0.03877808396365337,0
0.0,0.4220917324225108,0.035075502621674005,0
0.0,0.42797208825747174,0.049967040475738134,0
0.0,0.3653361399968465,0.027164225448633367,0
0.0,0.2645843078692754,0.0376131701038689,0
0.0,0.5108717679977417,0.043799300806237465,1
0.0,0.15660745153824487,0.03867473560724543,0
0.0,0.6613789399464926,0.016823801832582086,1
0.0,0.19502678016821542,0.01665054470703558,0
0.0,0.4792473216851552,0.0069599299823260696,0
0.0,0.547149658203125,0.022513586406668572,1
0.0,0.16168977816899618,0.042321035065216527,0
0.0,0.6105930209159851,0.01629413926614955,1
0.0,0.5970907608668009,0.03038592041692243,1
0.0,0.10286552955706914,0.014978223153908898,0
0.0,0.12472156186898549,0.01343805530061948,0
0.0,0.6070448358853658,0.012051010124479318,1
0.0,0.3892870048681895,0.020464494405740857,0
0.0,0.1109956515332063,0.03589535633156604,0
