actual,pred_raw,pred_raw_se,pred_binary
0.0,0.6363686323165894,0.027543069216687522,1
1.0,0.6750560204188029,0.009669431750795038,1
0.0,0.21401149034500122,0.02096757812411838,0
0.0,0.8774905999501547,0.021654781744388122,1
0.0,0.47809813419977826,0.03148780888774159,0
0.0,0.11802423745393753,0.026589669903212088,0
0.0,0.6883503397305807,0.012975164633742311,1
1.0,0.7871421178181967,0.005233552244529923,1
0.0,0.08621348192294438,0.0055158565190017396,0
0.0,0.6332027117411295,0.01926798291247677,1
0.0,0.39075080553690594,0.0377044928691635,0
0.0,0.24126954873402914,0.024899886292188814,0
0.0,0.5654097000757853,0.0037889798867373763,1
0.0,0.11903763314088185,0.01482709462117919,0
0.0,0.7385417819023132,0.01927913153411496,1
0.0,0.29560889800389606,0.01329444178472753,0
0.0,0.22399184107780457,0.01949260173498194,0
0.0,0.38391897082328796,0.02250873428351511,0
0.0,0.257417952020963,0.0331071498608106,0
0.0,0.19788962602615356,0.014887656717688926,0
0.0,0.2893849064906438,0.0685952196887352,0
0.0,0.5317602058251699,0.049688667776350254,1
0.0,0.05334910067419211,0.013529974474018077,0
0.0,0.6789701879024506,0.10121988936463365,1
0.0,0.05013022571802139,0.009065990789426609,0
1.0,0.6691354910532633,0.008001987699153225,1
0.0,0.07933680589000384,0.019982341724593938,0
0.0,0.26678712169329327,0.04971432049183682,0
0.0,0.09536585211753845,0.015296750530329282,0
0.0,0.015952980766693752,0.005013031993904464,0
0.0,0.414300004641215,0.009355842218756285,0
1.0,0.6674773097038269,0.0057640370164039985,1
0.0,0.20672085881233215,0.012380616612457932,0
0.0,0.22342736025651297,0.03832622512046607,0
1.0,0.5695167581240336,0.026858239714979033,1
0.0,0.022157813732822735,0.007858833036561248,0
0.0,0.39756888151168823,0.01631242110793094,0
0.0,0.21130110323429108,0.03805599976822456,0
0.0,0.28842167059580487,0.009716546749614686,0
0.0,0.35586310426394147,0.0487377751085677,0
0.0,0.653790275255839,0.02327287567391158,1
0.0,0.5851996739705404,0.016496963064090094,1
0.0,0.5579639275868734,0.013524485101932257,1
0.0,0.5490774313608805,0.01628428331295741,1
0.0,0.2636995166540146,0.020496900443319428,0
0.0,0.6938816706339518,0.025715797077532104,1
1.0,0.7524533669153849,0.0037994137017150977,1
0.0,0.5199503799279531,0.015349366399747688,1
0.0,0.4422150154908498,0.02211377505788014,0
0.0,0.519047220547994,0.018541225658163654,1
0.0,0.3931283950805664,0.02143991358641736,0
0.0,0.3313201467196147,0.028728746715992112,0
0.0,0.518231193224589,0.04405099327023617,1
0.0,0.07038000226020813,0.004340761311286054,0
0.0,0.7043049534161886,0.01453919501977446,1
0.0,0.21287793417771658,0.02151437684278445,0
0.0,0.5014849603176117,0.004187087580438143,0
0.0,0.5831103424231211,0.04537815165076742,1
0.0,0.2457453633348147,0.06709939025504671,0
0.0,0.6043094793955485,0.012164956616278776,1
0.0,0.6204425891240438,0.00854829313473267,1
0.0,0.0790784905354182,0.009840120446512376,0
0.0,0.13733324160178503,0.019414653189262995,0
0.0,0.571225663026174,0.008997178290857817,1
0.0,0.4072571098804474,0.020673374135405844,0
0.0,0.08811175574858983,0.017342265991608645,0
1.0,0.21950964629650116,0.015707480761134134,0
0.0,0.03291491977870464,0.00533853895476105,0
0.0,0.19888928780953088,0.03213424170687847,0
0.0,0.7720430890719095,0.013497957013046426,1
0.0,0.06606968368093173,0.0071400189278505175,0
0.0,0.7386248906453451,0.02618298120949566,1
0.0,0.16453474760055542,0.007670542432782215,0
1.0,0.6007990042368571,0.01118524276278341,1
0.0,0.5607620278994242,0.021791120518134977,1
0.0,0.20997311174869537,0.018115744909899815,0
0.0,0.8365123470624288,0.012636526403887974,1
0.0,0.4109090765317281,0.008222680308088148,0
0.0,0.3773936331272125,0.011291446776885691,0
0.0,0.28642023106416065,0.038476510125517255,0
0.0,0.40016643206278485,0.050248777097645705,0
0.0,0.5586591958999634,0.02540357022992242,1
0.0,0.12498448292414348,0.02203159484843656,0
0.0,0.2275935858488083,0.0506130744966762,0
0.0,0.06292945519089699,0.01770902767892543,0
0.0,0.11191745847463608,0.014601672223307615,0
0.0,0.19962932169437408,0.0277041596647291,0
0.0,0.11978660523891449,0.023464707990804703,0
0.0,0.6605066259702047,0.006920812618936829,1
0.0,0.20052702724933624,0.024745823619730586,0
0.0,0.5612972974777222,0.0016950590365870952,1
0.0,0.6420974532763163,0.0262143996123646,1
0.0,0.33575159311294556,0.004554638396805153,0
0.0,0.7564277251561483,0.028969217595123536,1
0.0,0.26081790030002594,0.011895879478106755,0
0.0,0.12399058292309444,0.030271252104466403,0
0.0,0.4078929126262665,0.045673356034260745,0
0.0,0.3213474750518799,0.045359326641690165,0
0.0,0.6741791168848673,0.009946601600242962,1
0.0,0.24921670059363046,0.03636255612545866,0
0.0,0.3405788739522298,0.013380067436032862,0
0.0,0.6790213584899902,0.027473565176836256,1
0.0,0.06929499780138333,0.023431939714691354,0
0.0,0.8205346663792928,0.01244771304374018,1
0.0,0.12934596836566925,0.010677413635503103,0
0.0,0.4014289975166321,0.05618184097214839,0
0.0,0.6934508283933004,0.014664788917002519,1
0.0,0.12019338707129161,0.03759785587216173,0
0.0,0.07432820399602254,0.015053055241782503,0
0.0,0.71690833568573,0.003939596973704569,1
1.0,0.6370435158411661,0.03577419589291371,1
0.0,0.6942640542984009,0.033408902895475115,1
0.0,0.2603609263896942,0.02310499726093516,0
0.0,0.15842911352713904,0.016916497173190184,0
0.0,0.7502858638763428,0.012325160288145455,1
0.0,0.2234733651081721,0.02648067815528943,0
0.0,0.6320236325263977,0.01963515616735065,1
0.0,0.1846639464298884,0.018094231785848125,0
0.0,0.32319462299346924,0.010012112392058431,0
0.0,0.594232459863027,0.007006055803734082,1
0.0,0.8409198919932047,0.03038071352163765,1
0.0,0.22362022598584494,0.025698201937553993,0
1.0,0.5085961321989695,0.013264809983767426,1
1.0,0.43658342957496643,0.014268073472210903,0
0.0,0.5458811521530151,0.02202214442666638,1
0.0,0.6984476447105408,0.05209074313064284,1
0.0,0.6874334414800009,0.018859369363070044,1
0.0,0.6184067527453104,0.012292596089057839,1
0.0,0.5767842133839926,0.013019452581087491,1
0.0,0.6697527368863424,0.02244656982764881,1
1.0,0.7213538487752279,0.015199364983153399,1
0.0,0.03846879489719868,0.003939160845030214,0
0.0,0.48055898149808246,0.025769909742082944,0
0.0,0.16019181410471597,0.019296477832332903,0
1.0,0.5846940875053406,0.026278167988563177,1
0.0,0.689440389474233,0.023756350784747516,1
0.0,0.7152109742164612,0.0067947741970244575,1
0.0,0.28608351945877075,0.07670136052031543,0
0.0,0.08183045436938603,0.020346911893248002,0
0.0,0.20235287149747214,0.01548725117827797,0
0.0,0.7495136260986328,0.011284384174236438,1
0.0,0.17740044991175333,0.008002188695140895,0
0.0,0.4273943503697713,0.005745898861623674,0
0.0,0.13649872690439224,0.008299222322151096,0
0.0,0.22164695461591086,0.017563086550422248,0
0.0,0.6994288563728333,0.01669896428015866,1
0.0,0.4724714656670888,0.0292913458191651,0
0.0,0.7097497781117758,0.013090926341256394,1
0.0,0.512259046236674,0.014321713049463553,1
0.0,0.7120917638142904,0.03023630385794978,1
0.0,0.6701057155927023,0.013655971368783975,1
0.0,0.37415115038553876,0.024834653114528097,0
0.0,0.582849363485972,0.01945235311154066,1
0.0,0.05789789122839769,0.017992795965178932,0
0.0,0.6373603145281473,0.018763857763924478,1
0.0,0.5797467430432638,0.004641554032146053,1
0.0,0.12082645545403163,0.03401900713538237,0
0.0,0.3209325174490611,0.005560558838476551,0
0.0,0.3086882332960765,0.019099608016457582,0
0.0,0.6568467219670614,0.0323211002131547,1
0.0,0.3549857238928477,0.027066620792759753,0
0.0,0.5693497657775879,0.012439126081528239,1
0.0,0.07028504461050034,0.031396454185687823,0
0.0,0.31233834226926166,0.009442594030135193,0
0.0,0.5428193807601929,0.04532085512570916,1
0.0,0.6182043751080831,0.019143364431195076,1
0.0,0.5130884448687235,0.08014956416186089,1
0.0,0.6234169205029806,0.015591424932882401,1
0.0,0.3832551638285319,0.047453960448717504,0
0.0,0.5220527847607931,0.02615076726691061,1
0.0,0.583932081858317,0.02800160715878653,1
0.0,0.15689682960510254,0.019492866592136067,0
0.0,0.1891071448723475,0.024062820224995923,0
0.0,0.43982617060343426,0.016144917450246522,0
0.0,0.39490259687105816,0.039531599200186666,0
0.0,0.549942672252655,0.007630433045633769,1
0.0,0.616114616394043,0.03593389100334824,1
0.0,0.375728835662206,0.011260394668474836,0
0.0,0.5443674623966217,0.040653609079719495,1
0.0,0.2673642287651698,0.017248325869245105,0
0.0,0.24146718283494314,0.06904145216970956,0
0.0,0.18661591410636902,0.025892027512633004,0
0.0,0.5034056703249613,0.020506229939971955,0
0.0,0.06993209446469943,0.015510809741159906,0
0.0,0.7601189812024435,0.0231777037070021,1
0.0,0.11620912452538808,0.008351027990090406,0
0.0,0.617893914381663,0.006886633216031789,1
1.0,0.70262344678243,0.009663333437296256,1
0.0,0.08290399486819904,0.03267053668168097,0
0.0,0.31932122508684796,0.018481688529925593,0
0.0,0.6732008457183838,0.008459598754675175,1
0.0,0.610435426235199,0.042345187025041885,1
0.0,0.2514258921146393,0.022375708669898436,0
0.0,0.39703236023585003,0.061720503124033356,0
0.0,0.6873383323351542,0.014291041658557302,1
0.0,0.12864676862955093,0.02610692969759508,0
0.0,0.28956136604150134,0.040046755011995366,0
0.0,0.31597911318143207,0.024872070692471528,0
0.0,0.4779890875021617,0.030896834306345256,0
0.0,0.6396780212720236,0.021547765613597794,1
0.0,0.491951326529185,0.02475709373327336,0
0.0,0.3458608090877533,0.03541122848346837,0
0.0,0.7238442699114481,0.015019566228387618,1
0.0,0.4526260395844777,0.054973405053794,0
0.0,0.6021227439244589,0.01609170129395441,1
0.0,0.2347185214360555,0.05398790305796717,0
0.0,0.36192786693573,0.06265564050801142,0
0.0,0.08986310412486394,0.005185895479689282,0
0.0,0.20567224423090616,0.019329639237816873,0
0.0,0.03865377667049567,0.012539639209907614,0
0.0,0.029711160187919933,0.011136675557155758,0
1.0,0.3015468716621399,0.019092238616215944,0
0.0,0.5204406281312307,0.06716946806232216,1
0.0,0.6210605104764303,0.019076773377439734,1
0.0,0.07489664355913798,0.024772608838942334,0
0.0,0.8343854546546936,0.021994678565680638,1
