actual,pred_raw,pred_raw_se,pred_binary
0.0,0.6797914902369181,0.05086327345428866,1
1.0,0.5495700836181641,0.01804986867300774,1
0.0,0.15856442352135977,0.05590183376478344,0
0.0,0.680448591709137,0.032829085382994484,1
0.0,0.4981197913487752,0.014117668165359195,0
0.0,0.05337158512944976,0.027211885414240244,0
0.0,0.6465158462524414,0.012879248013406766,1
1.0,0.6388209263483683,0.038193739423208195,1
0.0,0.18678628404935202,0.03368356659602038,0
0.0,0.5398273666699728,0.020999832359216954,1
0.0,0.3031366268793742,0.011471557066276894,0
0.0,0.32516499360402423,0.010505658382797652,0
0.0,0.41255588332811993,0.018671155470531612,0
0.0,0.2553889950116475,0.08314866229297004,0
0.0,0.6928831140200297,0.0058639244560753905,1
0.0,0.3106548289457957,0.038982704765752905,0
0.0,0.3286146918932597,0.01740581958380538,0
0.0,0.5326468348503113,0.014339380965920774,1
0.0,0.22837809721628824,0.031224242267605503,0
0.0,0.2484888881444931,0.024574993237162078,0
0.0,0.39335885643959045,0.029886884100244718,0
0.0,0.4394988417625427,0.005509341642899004,0
0.0,0.16330612947543463,0.016716400140010287,0
0.0,0.34652283787727356,0.013052279295537797,0
0.0,0.22108310461044312,0.09088711236651871,0
1.0,0.5871318380037943,0.022346441993593497,1
0.0,0.18847948778420687,0.1048041367045053,0
0.0,0.3113149752219518,0.05109191247240099,0
0.0,0.07674004137516022,0.04122835834811228,0
0.0,0.04036584155013164,0.02200096730749593,0
0.0,0.45133451620737713,0.018282246154282214,0
1.0,0.6722050507863363,0.03872892193348194,1
0.0,0.22389115393161774,0.009466825387492599,0
0.0,0.34755827983220416,0.0017101477500981583,0
1.0,0.46284162998199463,0.0063326377382109875,0
0.0,0.08908568943540256,0.03795684690862894,0
0.0,0.2709662467241287,0.04347529133554477,0
0.0,0.37442376216252643,0.03330846698999668,0
0.0,0.4035313328107198,0.0006380399273002097,0
0.0,0.21944835285345712,0.033417287798600176,0
0.0,0.6067575712998708,0.05550198997151072,1
0.0,0.47419270873069763,0.011048898339330772,0
0.0,0.5096191565195719,0.0007395687203637391,0
