actual,pred_raw,pred_raw_se,pred_binary
0.0,0.6953831911087036,0.01626728714943162,1
1.0,0.5873267650604248,0.010065355262997941,1
0.0,0.2023321216305097,0.05534392216812843,0
0.0,0.6703232129414877,0.08166248205243423,1
0.0,0.5650099317232767,0.025494060655428478,1
0.0,0.07659773528575897,0.004350130828557805,0
0.0,0.6035294532775879,0.055703582437606695,1
1.0,0.6024882594744364,0.022217108880091894,1
0.0,0.14600596576929092,0.0264992777044847,0
0.0,0.5414690772692362,0.001484213375692358,1
0.0,0.25085300703843433,0.03544310200269428,0
0.0,0.37015973528226215,0.029613379225534548,0
0.0,0.45021018385887146,0.007805021372475474,0
0.0,0.2457472880681356,0.039255750175857265,0
0.0,0.5938001473744711,0.050737179291967076,1
0.0,0.317059929172198,0.03744157278763652,0
0.0,0.3096122642358144,0.02757199213440624,0
0.0,0.5969733794530233,0.010118471906226275,1
0.0,0.2401418685913086,0.017718385231773912,0
0.0,0.22639806071917215,0.015167183239947287,0
0.0,0.3019997874895732,0.022121434711664903,0
0.0,0.5611786842346191,0.020060897206238354,1
0.0,0.06449501837293307,0.0167388393815578,0
0.0,0.3512612283229828,0.03214770936849853,0
0.0,0.29138971865177155,0.08206312807068873,0
1.0,0.593621551990509,0.029342669171643347,1
0.0,0.13165764262278876,0.04482549674450965,0
0.0,0.3585500617822011,0.04762067898582995,0
0.0,0.3129829367001851,0.06543028738495292,0
0.0,0.07679587416350842,0.04894281602349931,0
0.0,0.4415094157059987,0.011419193269447491,0
1.0,0.7227598826090494,0.04021200276230835,1
0.0,0.3477182785669963,0.05242167435601343,0
0.0,0.27158058683077496,0.008622542177701729,0
1.0,0.4837388296922048,0.009634958947592408,0
0.0,0.3223468065261841,0.06089857390365697,0
0.0,0.2905500829219818,0.04477273225401368,0
0.0,0.3500576913356781,0.027109178959188854,0
0.0,0.4371928572654724,0.01456952524449885,0
0.0,0.3496805528799693,0.023818818370611086,0
0.0,0.693939208984375,0.04642096772421282,1
0.0,0.43240774671236676,0.00682366430463685,0
0.0,0.5336155494054159,0.016069251635437428,1
0.0,0.4000370403130849,0.01714613125411693,0
0.0,0.2710111786921819,0.0405627544964556,0
0.0,0.5963971416155497,0.020440257661387424,1
1.0,0.6078284382820129,0.038337934933846775,1
0.0,0.40670443574587506,0.013480976749143789,0
0.0,0.5061060587565104,0.003623431730670419,0
0.0,0.5910781025886536,0.012798868173058083,1
0.0,0.30782604217529297,0.04153715735302835,0
0.0,0.18256941437721252,0.020586884811448436,0
0.0,0.5199087659517924,0.012404486548111372,1
0.0,0.21302267660697302,0.05082433863352716,0
0.0,0.6491162776947021,0.03463431570680213,1
0.0,0.29499877492586773,0.003897752156764798,0
0.0,0.48886987566947937,0.007292086698956719,0
0.0,0.591147760550181,0.018039713428374227,1
0.0,0.4234220087528229,0.04012773264476542,0
0.0,0.46847925583521527,0.0031986269052327035,0
0.0,0.6938088138898214,0.04451732337672387,1
0.0,0.0891569269200166,0.017626675535674027,0
0.0,0.34661709268887836,0.048055402508910244,0
0.0,0.3875799973805745,0.02281949713561918,0
0.0,0.23201499382654825,0.030240686471500272,0
0.0,0.18228421825915575,0.07029364389004791,0
1.0,0.3264703303575516,0.07325610192013816,0
0.0,0.2071698158979416,0.0443349029153277,0
0.0,0.1886293093363444,0.03254023941713699,0
0.0,0.6923334002494812,0.03360678482822034,1
0.0,0.10060248027245204,0.04403926195044404,0
0.0,0.6794109145800272,0.05511634334228247,1
0.0,0.26305435597896576,0.011931237541503032,0
1.0,0.3202655762434006,0.038947309946339964,0
0.0,0.49521968762079877,0.018729478000547507,0
0.0,0.18985778093338013,0.04998072969207642,0
0.0,0.750768224398295,0.07314932838456352,1
